0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.207262277603149414e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.826575517654418945e-03,4.464960098266601562e-02,4.711103439331054688e-02,7.157918810844421387e-02,3.988367319107055664e-02,0.000000000000000000e+00,1.477628946304321289e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.462961733341217041e-01,9.219679236412048340e-02,1.039376556873321533e-01,8.821949362754821777e-02,6.119862198829650879e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.127660274505615234e-03,2.156722545623779297e-02,5.393540859222412109e-02,7.624021172523498535e-02,1.103881597518920898e-01,7.574886083602905273e-03,1.567095518112182617e-03,2.360105514526367188e-03,2.623200416564941406e-04,0.000000000000000000e+00,5.161565542221069336e-02,1.269370019435882568e-01,1.540046632289886475e-01,3.239691257476806641e-02,1.973688602447509766e-03,3.246724605560302734e-03,1.068499386310577393e-01,1.883518099784851074e-01,3.815487027168273926e-02,2.378575801849365234e-01,1.841888129711151123e-01,1.575985550880432129e-02,9.710341691970825195e-03,5.114954710006713867e-02,1.170266866683959961e-01,1.149919033050537109e-01,7.644227147102355957e-02,2.500000000000000000e-01,6.178185343742370605e-02,4.402637481689453125e-03,6.054192781448364258e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.962184906005859375e-03,0.000000000000000000e+00,4.194080829620361328e-03,9.794533252716064453e-03,2.884536981582641602e-03,3.063887357711791992e-03
3.398209810256958008e-03,1.531332731246948242e-03,0.000000000000000000e+00,7.946789264678955078e-04,1.725763082504272461e-03,4.946291446685791016e-04,0.000000000000000000e+00,3.248035907745361328e-03,0.000000000000000000e+00,8.275508880615234375e-04,4.004001617431640625e-03,1.756256818771362305e-02,4.509899020195007324e-02,3.523656725883483887e-02,1.756757497787475586e-03,2.971678972244262695e-03,0.000000000000000000e+00,1.602974534034729004e-02,3.716677427291870117e-03,3.532508015632629395e-02,1.038582324981689453e-01,3.124825954437255859e-01,1.695683598518371582e-02,4.758924245834350586e-03,3.648042678833007812e-03,2.918630838394165039e-03,9.841024875640869141e-04,1.432138681411743164e-02,7.192313671112060547e-02,2.319238781929016113e-01,1.445516645908355713e-01,1.448333263397216797e-03,3.364497423171997070e-02,5.684268474578857422e-02,3.601881861686706543e-02,2.889528870582580566e-02,8.557936549186706543e-02,2.218288481235504150e-01,2.352896928787231445e-01,2.305179834365844727e-03,2.073031663894653320e-02,1.129705905914306641e-01,1.326014101505279541e-01,6.449177861213684082e-02,1.504556238651275635e-01,2.058925330638885498e-01,9.237134456634521484e-02,0.000000000000000000e+00,6.661772727966308594e-03,1.597270369529724121e-02,3.203663229942321777e-02,6.372109055519104004e-02,1.594617068767547607e-01,1.191373765468597412e-01,2.609869837760925293e-02,1.056402921676635742e-03,4.045307636260986328e-03,2.310574054718017578e-03,3.199040889739990234e-03,0.000000000000000000e+00,9.317696094512939453e-03,1.169294118881225586e-03,4.141598939895629883e-03,1.854360103607177734e-03
1.325765252113342285e-02,1.825577020645141602e-02,4.534870386123657227e-03,2.107024192810058594e-03,6.986558437347412109e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.893886089324951172e-03,8.151143789291381836e-03,7.231667637825012207e-02,6.615552306175231934e-02,1.777760386466979980e-01,1.523371040821075439e-01,4.624912142753601074e-02,8.142292499542236328e-04,0.000000000000000000e+00,0.000000000000000000e+00,9.640508890151977539e-02,8.836275339126586914e-02,1.681286990642547607e-01,2.268587946891784668e-01,2.496549487113952637e-01,1.372277736663818359e-02,0.000000000000000000e+00,2.082586288452148438e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.986248493194580078e-02,1.963092684745788574e-01,2.199526429176330566e-01,3.504371643066406250e-02,2.275973558425903320e-03,0.000000000000000000e+00,3.841340541839599609e-03,2.457231283187866211e-03,2.799686789512634277e-02,1.159675419330596924e-01,1.380794644355773926e-01,3.425475955009460449e-02,2.395510673522949219e-03,0.000000000000000000e+00,2.437233924865722656e-02,6.402710080146789551e-02,2.187222242355346680e-03,1.198769509792327881e-01,8.090746402740478516e-02,6.986081600189208984e-03,1.745223999023437500e-04,5.867242813110351562e-03,2.784717082977294922e-02,2.803391218185424805e-02,1.778870820999145508e-02,8.443203568458557129e-02,7.977306842803955078e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.198923587799072266e-02,9.415447711944580078e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.730126380920410156e-04
2.693891525268554688e-03,0.000000000000000000e+00,2.213627099990844727e-03,0.000000000000000000e+00,3.198415040969848633e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.350730657577514648e-03,2.001285552978515625e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.847407341003417969e-03,3.868600726127624512e-02,3.514340519905090332e-02,0.000000000000000000e+00,3.012776374816894531e-03,1.690208911895751953e-03,1.307654380798339844e-02,5.106896162033081055e-03,2.885571122169494629e-02,1.105251312255859375e-01,3.155580163002014160e-01,4.289746284484863281e-03,2.051830291748046875e-03,3.547191619873046875e-03,0.000000000000000000e+00,7.354795932769775391e-03,5.352586507797241211e-03,6.961834430694580078e-02,2.412067651748657227e-01,1.383354067802429199e-01,2.288818359375000000e-05,3.151899576187133789e-02,5.551537871360778809e-02,3.278854489326477051e-02,2.635908126831054688e-02,9.235358238220214844e-02,2.197097539901733398e-01,2.070375084877014160e-01,0.000000000000000000e+00,1.692518591880798340e-02,1.121029257774353027e-01,1.360453963279724121e-01,6.770005822181701660e-02,1.524031758308410645e-01,2.277829647064208984e-01,7.916232943534851074e-02,0.000000000000000000e+00,4.436284303665161133e-03,1.386833190917968750e-02,3.408262133598327637e-02,6.045770645141601562e-02,1.764871180057525635e-01,1.351695358753204346e-01,2.209267020225524902e-02,0.000000000000000000e+00,1.566529273986816406e-03,0.000000000000000000e+00,2.690374851226806641e-03,5.027949810028076172e-04,2.490520477294921875e-03,6.423294544219970703e-04,6.866306066513061523e-03,2.935230731964111328e-04
1.007318496704101562e-03,1.271992921829223633e-03,1.566678285598754883e-03,3.839582204818725586e-03,1.348853111267089844e-04,4.507035017013549805e-03,4.215061664581298828e-03,1.263141632080078125e-03,0.000000000000000000e+00,4.187256097793579102e-02,5.413210391998291016e-02,1.663358807563781738e-01,1.564403474330902100e-01,8.413735032081604004e-02,3.332555294036865234e-03,9.537935256958007812e-03,1.884022355079650879e-02,1.411685049533843994e-01,7.411304116249084473e-02,1.681822538375854492e-01,2.097211182117462158e-01,3.220231533050537109e-01,1.987439393997192383e-02,1.681536436080932617e-03,3.760844469070434570e-03,3.236114978790283203e-03,0.000000000000000000e+00,6.475397944450378418e-02,1.801583468914031982e-01,2.201278209686279297e-01,6.904533505439758301e-02,2.302587032318115234e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.799285411834716797e-02,1.074507832527160645e-01,1.514290273189544678e-01,6.754654645919799805e-02,2.044081687927246094e-03,0.000000000000000000e+00,3.741443157196044922e-02,4.550123214721679688e-02,8.738040924072265625e-03,1.036013364791870117e-01,1.188296079635620117e-01,2.410632371902465820e-02,6.586313247680664062e-04,3.981590270996093750e-05,1.260441541671752930e-02,1.213341951370239258e-02,0.000000000000000000e+00,6.151264905929565430e-02,3.549897670745849609e-02,0.000000000000000000e+00,1.256138086318969727e-03,0.000000000000000000e+00,1.669138669967651367e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.521932125091552734e-03,1.041591167449951172e-04,7.443010807037353516e-03
3.841996192932128906e-03,1.693367958068847656e-04,2.980828285217285156e-03,7.056593894958496094e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.225879907608032227e-03,2.551376819610595703e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.671016216278076172e-03,9.945690631866455078e-03,5.265256762504577637e-02,4.584977030754089355e-02,3.129005432128906250e-03,5.423009395599365234e-03,2.791643142700195312e-03,1.434403657913208008e-02,5.434632301330566406e-03,3.393405675888061523e-02,1.071366965770721436e-01,3.446156382560729980e-01,1.333671808242797852e-02,4.893481731414794922e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.107385873794555664e-03,7.017403841018676758e-03,6.757864356040954590e-02,2.430793941020965576e-01,1.376646757125854492e-01,8.640885353088378906e-04,3.830367326736450195e-02,6.338396668434143066e-02,3.276357054710388184e-02,2.162322402000427246e-02,8.000218868255615234e-02,2.192296385765075684e-01,2.133388519287109375e-01,9.520351886749267578e-04,1.664906740188598633e-02,1.093782782554626465e-01,1.354131698608398438e-01,6.446793675422668457e-02,1.388082802295684814e-01,2.124452590942382812e-01,9.042578935623168945e-02,1.769065856933593750e-04,8.229970932006835938e-03,7.143825292587280273e-03,3.413408994674682617e-02,6.466007232666015625e-02,1.571569144725799561e-01,1.303714811801910400e-01,2.251857519149780273e-02,6.416141986846923828e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.220472812652587891e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.765655517578125000e-04,0.000000000000000000e+00,0.000000000000000000e+00
5.603104829788208008e-03,1.481384038925170898e-03,7.576644420623779297e-04,1.116544008255004883e-03,1.709669828414916992e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.786550998687744141e-03,0.000000000000000000e+00,1.072049140930175781e-02,1.067891716957092285e-02,1.240581274032592773e-02,8.725970983505249023e-03,6.053477525711059570e-03,3.719031810760498047e-04,0.000000000000000000e+00,1.153588294982910156e-03,7.077854871749877930e-02,2.068656682968139648e-02,3.516498208045959473e-02,2.253553271293640137e-02,1.569354534149169922e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.246132612228393555e-03,1.445615291595458984e-02,2.662482857704162598e-02,7.460203766822814941e-02,0.000000000000000000e+00,1.723319292068481445e-03,7.070988416671752930e-03,0.000000000000000000e+00,1.414149999618530273e-03,4.762771725654602051e-02,1.330596208572387695e-01,1.886555850505828857e-01,2.823004126548767090e-02,0.000000000000000000e+00,1.197701692581176758e-02,1.042108535766601562e-01,1.707634627819061279e-01,4.967379570007324219e-02,3.208250105381011963e-01,3.044467568397521973e-01,2.772134542465209961e-02,8.241534233093261719e-04,3.620523214340209961e-02,1.089915633201599121e-01,1.055288910865783691e-01,9.157603979110717773e-02,2.830928564071655273e-01,1.398793458938598633e-01,1.999819278717041016e-02,1.125812530517578125e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.559487104415893555e-03,5.208283662796020508e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.684486865997314453e-03,2.891749143600463867e-03,7.626414299011230469e-05,1.202166080474853516e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.275407314300537109e-04,9.422600269317626953e-04,0.000000000000000000e+00,5.264729261398315430e-03,2.540305256843566895e-02,9.073895215988159180e-02,1.070051491260528564e-01,6.476974487304687500e-02,0.000000000000000000e+00,3.031194210052490234e-04,7.232713699340820312e-02,1.652042865753173828e-01,7.459381222724914551e-02,1.147111952304840088e-01,1.550627648830413818e-01,2.889341115951538086e-01,2.199256420135498047e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.793552517890930176e-02,2.693375945091247559e-02,4.031553864479064941e-02,7.275447249412536621e-02,2.021583318710327148e-01,1.201886534690856934e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.020520925521850586e-03,7.265836000442504883e-03,1.007095575332641602e-01,2.013213038444519043e-01,1.603830456733703613e-01,1.395344734191894531e-03,0.000000000000000000e+00,8.826255798339843750e-03,1.336678862571716309e-02,2.710729837417602539e-03,1.449467539787292480e-01,2.706636786460876465e-01,9.050115942955017090e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.805756568908691406e-04,3.215044736862182617e-03,6.829321384429931641e-03,1.475731134414672852e-01,1.675271391868591309e-01,0.000000000000000000e+00,2.405047416687011719e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.228740930557250977e-03,3.619492053985595703e-04,0.000000000000000000e+00,1.615941524505615234e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.237742185592651367e-02,2.768924832344055176e-02,4.469573497772216797e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.123283386230468750e-04,0.000000000000000000e+00,1.285254955291748047e-03,1.278486847877502441e-02,1.021263301372528076e-01,6.083735823631286621e-02,1.598676443099975586e-01,1.239232122898101807e-01,2.921074628829956055e-03,0.000000000000000000e+00,4.281371831893920898e-03,0.000000000000000000e+00,9.700885415077209473e-02,1.072730123996734619e-01,1.594836711883544922e-01,1.745691895484924316e-01,1.105768084526062012e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.221405506134033203e-03,0.000000000000000000e+00,5.528181791305541992e-03,7.398408651351928711e-02,1.523886024951934814e-01,1.394822299480438232e-01,9.991824626922607422e-04,2.125203609466552734e-04,2.194970846176147461e-03,3.387808799743652344e-03,3.784030675888061523e-03,4.597181081771850586e-02,1.288670897483825684e-01,1.411920189857482910e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.578126430511474609e-03,4.486039280891418457e-02,1.185058951377868652e-01,1.296281814575195312e-02,1.783078610897064209e-01,8.998662233352661133e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.087750077247619629e-02,8.998289704322814941e-02,8.102375268936157227e-02,7.572183012962341309e-02,1.927779316902160645e-01,1.569122076034545898e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.077515125274658203e-03,4.123181104660034180e-03,1.688084006309509277e-02,4.597544670104980469e-03,4.531443119049072266e-04,1.388967037200927734e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.923292875289916992e-03,2.393782138824462891e-03,2.058595418930053711e-03,5.956292152404785156e-04,9.575486183166503906e-04,6.126430630683898926e-02,5.615320801734924316e-02,1.014658212661743164e-01,5.581161379814147949e-02,0.000000000000000000e+00,2.009481191635131836e-03,1.635819673538208008e-03,3.617852926254272461e-03,1.582488119602203369e-01,1.126475930213928223e-01,1.340181827545166016e-01,1.238187253475189209e-01,6.928709149360656738e-02,4.798889160156250000e-03,0.000000000000000000e+00,2.676695585250854492e-03,2.050757408142089844e-03,2.179571986198425293e-02,6.654903292655944824e-02,1.159896552562713623e-01,1.222272813320159912e-01,4.427552223205566406e-03,4.288047552108764648e-03,3.693580627441406250e-03,1.040548086166381836e-03,3.838181495666503906e-03,5.494752526283264160e-02,1.268309652805328369e-01,1.407710313796997070e-01,1.294904947280883789e-02,0.000000000000000000e+00,3.323853015899658203e-04,1.052683591842651367e-01,1.737031340599060059e-01,3.144636750221252441e-02,2.042125165462493896e-01,1.238236725330352783e-01,4.070520401000976562e-03,2.037316560745239258e-03,5.186164379119873047e-02,1.115906536579132080e-01,1.068613827228546143e-01,7.570806145668029785e-02,2.209971845149993896e-01,2.823373675346374512e-02,0.000000000000000000e+00,2.489805221557617188e-03,2.466380596160888672e-03,2.566814422607421875e-03,3.289163112640380859e-03,0.000000000000000000e+00,1.525968313217163086e-03,2.780199050903320312e-03,2.975940704345703125e-03,2.710521221160888672e-03
